timestamp,artist_name,region,dsp,genre,isrc,streams,marketing_spend_usd
2026-01-05 00:34:35.675675675,Artist_7,US-Latin,Amazon Music,Reggaeton,USUMG2626964,1263,352.47
2026-01-05 03:47:44.864864864,Artist_9,Spain,Apple Music,Latin Trap,USUMG2647726,1460,384.07
2026-01-05 07:00:54.054054054,Artist_7,Brazil,Amazon Music,Reggaeton,USUMG2647044,289272,662.52
2026-01-05 10:14:03.243243243,Artist_18,Brazil,Spotify,Latin Trap,USUMG2667149,3256,178.2
2026-01-05 13:27:12.432432432,Artist_4,Brazil,Spotify,Regional Mexican,USUMG2647544,3239,339.54
2026-01-05 16:40:21.621621621,Artist_14,Spain,Spotify,Regional Mexican,USUMG2659976,7247,269.67
2026-01-05 19:53:30.810810810,Artist_18,US-Latin,YouTube Music,Pop,USUMG2642252,939,90.16
2026-01-05 23:06:40.000000000,Artist_9,Spain,YouTube Music,Rock En Español,USUMG2613832,3439,103.16
2026-01-06 02:19:49.189189189,Artist_2,Spain,Spotify,Pop,USUMG2690437,2910,337.28
2026-01-06 05:32:58.378378378,Artist_20,Brazil,YouTube Music,Latin Trap,USUMG2644148,4642,683.69
2026-01-06 08:46:07.567567567,Artist_15,Mexico,Amazon Music,Pop,USUMG2671240,38717,391.93
2026-01-06 11:59:16.756756756,Artist_7,US-Latin,Apple Music,Reggaeton,USUMG2698454,7436,208.3
2026-01-06 15:12:25.945945945,Artist_12,Brazil,Apple Music,Latin Trap,USUMG2695076,2636,840.88
2026-01-06 18:25:35.135135135,Artist_8,Mexico,Apple Music,Regional Mexican,USUMG2687116,8888,244.12
2026-01-06 21:38:44.324324324,Artist_15,Mexico,Spotify,Rock En Español,USUMG2663459,1035,136.72
2026-01-07 00:51:53.513513513,Artist_3,Argentina,YouTube Music,Latin Trap,USUMG2648402,254,1062.73
2026-01-07 04:05:02.702702702,Artist_14,US-Latin,Amazon Music,Latin Trap,USUMG2667727,1243,355.58
2026-01-07 07:18:11.891891891,Artist_17,Mexico,Amazon Music,Reggaeton,USUMG2648578,2180,967.29
2026-01-07 10:31:21.081081081,Artist_4,Brazil,Spotify,Rock En Español,USUMG2632318,3672,332.62
2026-01-07 13:44:30.270270270,Artist_18,Argentina,Amazon Music,Regional Mexican,USUMG2685715,4874,338.8
2026-01-07 16:57:39.459459459,Artist_8,US-Latin,Amazon Music,Latin Trap,USUMG2687787,12173,85.82
2026-01-07 20:10:48.648648648,Artist_4,Spain,Amazon Music,Latin Trap,USUMG2695029,3665,238.56
2026-01-07 23:23:57.837837837,Artist_2,Brazil,Amazon Music,Reggaeton,USUMG2630466,3578,472.88
2026-01-08 02:37:07.027027027,Artist_6,Mexico,YouTube Music,Pop,USUMG2655475,357,541.39
2026-01-08 05:50:16.216216216,Artist_10,Mexico,Amazon Music,Regional Mexican,USUMG2670142,277,373.42
2026-01-08 09:03:25.405405405,Artist_4,Brazil,Apple Music,Rock En Español,USUMG2695160,4105,264.28
2026-01-08 12:16:34.594594594,Artist_18,Mexico,Spotify,Latin Trap,USUMG2636564,2982,342.16
2026-01-08 15:29:43.783783783,Artist_12,Argentina,YouTube Music,Latin Trap,USUMG2632412,9237,130.2
2026-01-08 18:42:52.972972973,Artist_2,US-Latin,Amazon Music,Regional Mexican,USUMG2661001,975,868.11
2026-01-08 21:56:02.162162162,Artist_10,Argentina,YouTube Music,Pop,USUMG2667649,226,588.31
2026-01-09 01:09:11.351351351,Artist_4,Mexico,Amazon Music,Latin Trap,USUMG2670957,3080,306.59
2026-01-09 04:22:20.540540540,Artist_14,Spain,Apple Music,Regional Mexican,USUMG2645517,1455,229.36
2026-01-09 07:35:29.729729729,Artist_16,US-Latin,Spotify,Reggaeton,USUMG2623156,354,1106.48
2026-01-09 10:48:38.918918918,Artist_15,US-Latin,Amazon Music,Pop,USUMG2633064,6547,200.18
2026-01-09 14:01:48.108108108,Artist_8,Brazil,Amazon Music,Rock En Español,USUMG2635711,691,281.44
2026-01-09 17:14:57.297297297,Artist_14,Brazil,Amazon Music,Latin Trap,USUMG2640106,4786,892.09
2026-01-09 20:28:06.486486486,Artist_8,Spain,Amazon Music,Regional Mexican,USUMG2675458,1749,401.63
2026-01-09 23:41:15.675675675,Artist_16,US-Latin,Spotify,Reggaeton,USUMG2626589,1052,65.13
2026-01-10 02:54:24.864864864,Artist_13,Spain,Spotify,Rock En Español,USUMG2699272,2488,413.48
2026-01-10 06:07:34.054054054,Artist_18,Brazil,Apple Music,Regional Mexican,USUMG2696511,8183,208.13
2026-01-10 09:20:43.243243243,Artist_15,Brazil,Spotify,Regional Mexican,USUMG2617214,2588,84.57
2026-01-10 12:33:52.432432432,Artist_13,US-Latin,Amazon Music,Rock En Español,USUMG2695731,7046,216.84
2026-01-10 15:47:01.621621621,Artist_9,Argentina,Apple Music,Reggaeton,USUMG2637127,770,127.2
2026-01-10 19:00:10.810810810,Artist_15,Mexico,Apple Music,Reggaeton,USUMG2615141,7508,168.16
2026-01-10 22:13:20.000000000,Artist_13,Brazil,Apple Music,Pop,USUMG2638884,1452,397.88
2026-01-11 01:26:29.189189189,Artist_1,Brazil,Amazon Music,Latin Trap,USUMG2612708,120876,94.83
2026-01-11 04:39:38.378378378,Artist_7,Argentina,YouTube Music,Rock En Español,USUMG2628375,4271,631.78
2026-01-11 07:52:47.567567567,Artist_9,Argentina,Amazon Music,Rock En Español,USUMG2625088,13335,261.42
2026-01-11 11:05:56.756756756,Artist_1,Spain,Spotify,Rock En Español,USUMG2667615,2549,179.46
2026-01-11 14:19:05.945945946,Artist_12,Spain,Spotify,Reggaeton,USUMG2655046,442,259.09
2026-01-11 17:32:15.135135135,Artist_8,Mexico,Amazon Music,Latin Trap,USUMG2620014,196,128.22
2026-01-11 20:45:24.324324324,Artist_11,Mexico,Amazon Music,Pop,USUMG2674425,8868,127.92
2026-01-11 23:58:33.513513513,Artist_19,US-Latin,Apple Music,Regional Mexican,USUMG2613273,3819,243.52
2026-01-12 03:11:42.702702702,Artist_17,Spain,Amazon Music,Regional Mexican,USUMG2657135,7563,413.55
2026-01-12 06:24:51.891891891,Artist_8,Brazil,Apple Music,Rock En Español,USUMG2640881,1435,474.9
2026-01-12 09:38:01.081081081,Artist_3,Spain,Spotify,Latin Trap,USUMG2688077,2216,226.55
2026-01-12 12:51:10.270270270,Artist_3,Brazil,Apple Music,Reggaeton,USUMG2618712,252,283.64
2026-01-12 16:04:19.459459459,Artist_1,Argentina,Amazon Music,Latin Trap,USUMG2684704,16384,393.53
2026-01-12 19:17:28.648648648,Artist_5,Spain,Spotify,Latin Trap,USUMG2662874,5611,925.17
2026-01-12 22:30:37.837837837,Artist_10,Argentina,YouTube Music,Reggaeton,USUMG2679087,13630,351.37
2026-01-13 01:43:47.027027027,Artist_7,Mexico,Apple Music,Rock En Español,USUMG2622297,22988,194.03
2026-01-13 04:56:56.216216216,Artist_9,Mexico,Spotify,Latin Trap,USUMG2637128,4826,152.16
2026-01-13 08:10:05.405405405,Artist_7,US-Latin,Apple Music,Regional Mexican,USUMG2678368,5773,636.82
2026-01-13 11:23:14.594594594,Artist_9,Spain,Spotify,Reggaeton,USUMG2697599,2010,25.3
2026-01-13 14:36:23.783783783,Artist_8,Argentina,Spotify,Pop,USUMG2698499,9522,217.76
2026-01-13 17:49:32.972972973,Artist_12,Brazil,Apple Music,Rock En Español,USUMG2688958,14802,151.08
2026-01-13 21:02:42.162162162,Artist_2,Mexico,YouTube Music,Reggaeton,USUMG2642920,10907,581.89
2026-01-14 00:15:51.351351351,Artist_1,Mexico,Spotify,Pop,USUMG2621156,163608,794.51
2026-01-14 03:29:00.540540540,Artist_16,Brazil,Spotify,Pop,USUMG2621108,1724,279.55
2026-01-14 06:42:09.729729729,Artist_5,Argentina,Spotify,Latin Trap,USUMG2641845,1753,176.07
2026-01-14 09:55:18.918918919,Artist_3,Argentina,YouTube Music,Latin Trap,USUMG2612800,16633,299.88
2026-01-14 13:08:28.108108108,Artist_12,Spain,YouTube Music,Latin Trap,USUMG2652712,151,451.46
2026-01-14 16:21:37.297297297,Artist_8,Spain,Amazon Music,Reggaeton,USUMG2612610,6394,498.93
2026-01-14 19:34:46.486486486,Artist_3,US-Latin,Apple Music,Reggaeton,USUMG2687603,6225,299.88
2026-01-14 22:47:55.675675675,Artist_1,Mexico,YouTube Music,Rock En Español,USUMG2643872,79568,801.09
2026-01-15 02:01:04.864864865,Artist_3,Spain,Apple Music,Latin Trap,USUMG2620728,23180,207.6
2026-01-15 05:14:14.054054054,Artist_5,Argentina,Amazon Music,Pop,USUMG2630583,1968,244.44
2026-01-15 08:27:23.243243243,Artist_15,Brazil,Apple Music,Regional Mexican,USUMG2695774,2177,254.97
2026-01-15 11:40:32.432432432,Artist_14,Argentina,YouTube Music,Rock En Español,USUMG2617263,511,410.68
2026-01-15 14:53:41.621621621,Artist_3,Mexico,Apple Music,Reggaeton,USUMG2677450,3024,609.04
2026-01-15 18:06:50.810810810,Artist_1,Argentina,YouTube Music,Rock En Español,USUMG2699285,1612,103.62
2026-01-15 21:20:00.000000000,Artist_5,US-Latin,Apple Music,Rock En Español,USUMG2629456,2203,121.29
2026-01-16 00:33:09.189189189,Artist_14,Mexico,YouTube Music,Rock En Español,USUMG2675942,9096,416.23
2026-01-16 03:46:18.378378378,Artist_7,Brazil,YouTube Music,Rock En Español,USUMG2623689,234668,124.42
2026-01-16 06:59:27.567567567,Artist_9,US-Latin,Apple Music,Regional Mexican,USUMG2642934,1127,266.56
2026-01-16 10:12:36.756756756,Artist_15,Mexico,Amazon Music,Latin Trap,USUMG2643276,2430,253.63
2026-01-16 13:25:45.945945946,Artist_15,Brazil,Spotify,Pop,USUMG2629873,13299,741.72
2026-01-16 16:38:55.135135135,Artist_10,US-Latin,Amazon Music,Rock En Español,USUMG2623050,419,979.24
2026-01-16 19:52:04.324324324,Artist_13,US-Latin,Apple Music,Rock En Español,USUMG2676216,584,222.66
2026-01-16 23:05:13.513513513,Artist_19,Mexico,Amazon Music,Rock En Español,USUMG2694444,988,490.98
2026-01-17 02:18:22.702702702,Artist_7,Spain,YouTube Music,Latin Trap,USUMG2694040,4621,255.63
2026-01-17 05:31:31.891891892,Artist_17,US-Latin,Spotify,Reggaeton,USUMG2631644,915,585.9
2026-01-17 08:44:41.081081081,Artist_20,US-Latin,Apple Music,Reggaeton,USUMG2672021,17322,121.03
2026-01-17 11:57:50.270270270,Artist_4,Brazil,Apple Music,Regional Mexican,USUMG2647125,3059,725.88
2026-01-17 15:10:59.459459459,Artist_5,Argentina,Apple Music,Reggaeton,USUMG2676899,3580,200.41
2026-01-17 18:24:08.648648648,Artist_7,Mexico,Spotify,Rock En Español,USUMG2652291,30320,0.0
2026-01-17 21:37:17.837837837,Artist_13,Mexico,YouTube Music,Rock En Español,USUMG2645060,3283,213.18
2026-01-18 00:50:27.027027027,Artist_15,Spain,Apple Music,Rock En Español,USUMG2611538,5522,269.7
2026-01-18 04:03:36.216216216,Artist_11,Spain,Amazon Music,Regional Mexican,USUMG2646176,7055,127.54
2026-01-18 07:16:45.405405405,Artist_4,Mexico,Apple Music,Rock En Español,USUMG2651520,7109,321.73
2026-01-18 10:29:54.594594594,Artist_13,Spain,Apple Music,Reggaeton,USUMG2635675,4412,535.4
2026-01-18 13:43:03.783783783,Artist_7,Brazil,Apple Music,Latin Trap,USUMG2628287,284040,165.35
2026-01-18 16:56:12.972972973,Artist_19,Mexico,Apple Music,Latin Trap,USUMG2610174,8602,912.68
2026-01-18 20:09:22.162162162,Artist_2,Spain,YouTube Music,Pop,USUMG2644998,7174,1425.98
2026-01-18 23:22:31.351351351,Artist_10,Mexico,Amazon Music,Reggaeton,USUMG2663312,386,273.71
2026-01-19 02:35:40.540540540,Artist_13,Argentina,YouTube Music,Rock En Español,USUMG2622112,134,512.01
2026-01-19 05:48:49.729729729,Artist_6,US-Latin,Amazon Music,Latin Trap,USUMG2685225,1294,441.78
2026-01-19 09:01:58.918918919,Artist_12,Mexico,Apple Music,Reggaeton,USUMG2654814,5546,299.45
2026-01-19 12:15:08.108108108,Artist_12,US-Latin,Spotify,Latin Trap,USUMG2695091,2748,275.05
2026-01-19 15:28:17.297297297,Artist_20,Spain,YouTube Music,Rock En Español,USUMG2660719,2674,61.36
2026-01-19 18:41:26.486486486,Artist_11,US-Latin,Spotify,Latin Trap,USUMG2643919,10896,297.73
2026-01-19 21:54:35.675675675,Artist_7,Mexico,YouTube Music,Pop,USUMG2683155,136740,0.0
2026-01-20 01:07:44.864864865,Artist_1,Argentina,Apple Music,Pop,USUMG2681569,12094,205.65
2026-01-20 04:20:54.054054054,Artist_1,Spain,YouTube Music,Latin Trap,USUMG2651328,1983,896.64
2026-01-20 07:34:03.243243243,Artist_20,Mexico,Apple Music,Reggaeton,USUMG2680482,5972,447.03
2026-01-20 10:47:12.432432432,Artist_13,Spain,YouTube Music,Reggaeton,USUMG2634618,1684,727.65
2026-01-20 14:00:21.621621621,Artist_9,Brazil,Apple Music,Reggaeton,USUMG2644675,1157,279.92
2026-01-20 17:13:30.810810810,Artist_3,US-Latin,Apple Music,Latin Trap,USUMG2628919,1120,376.28
2026-01-20 20:26:40.000000000,Artist_7,Brazil,Amazon Music,Reggaeton,USUMG2614173,52632,0.0
2026-01-20 23:39:49.189189189,Artist_6,Mexico,Apple Music,Rock En Español,USUMG2636400,2910,254.61
2026-01-21 02:52:58.378378378,Artist_8,Argentina,Amazon Music,Pop,USUMG2660445,8987,702.98
2026-01-21 06:06:07.567567567,Artist_9,Spain,Apple Music,Rock En Español,USUMG2680305,738,209.71
2026-01-21 09:19:16.756756756,Artist_5,US-Latin,Spotify,Reggaeton,USUMG2647564,6738,1127.03
2026-01-21 12:32:25.945945946,Artist_1,Spain,Apple Music,Rock En Español,USUMG2655814,3890,117.71
2026-01-21 15:45:35.135135135,Artist_19,Mexico,Spotify,Reggaeton,USUMG2689747,1798,475.85
2026-01-21 18:58:44.324324324,Artist_10,Spain,Spotify,Latin Trap,USUMG2698791,3494,191.31
2026-01-21 22:11:53.513513513,Artist_12,US-Latin,Apple Music,Rock En Español,USUMG2637962,1882,146.15
2026-01-22 01:25:02.702702702,Artist_15,Mexico,Spotify,Latin Trap,USUMG2694892,4632,153.19
2026-01-22 04:38:11.891891892,Artist_9,Spain,Amazon Music,Latin Trap,USUMG2695842,2944,12.16
2026-01-22 07:51:21.081081081,Artist_20,Argentina,YouTube Music,Regional Mexican,USUMG2680533,998,134.11
2026-01-22 11:04:30.270270270,Artist_17,Mexico,Apple Music,Reggaeton,USUMG2666184,719,603.7
2026-01-22 14:17:39.459459459,Artist_17,Mexico,Spotify,Pop,USUMG2692912,4055,567.89
2026-01-22 17:30:48.648648648,Artist_20,Argentina,Apple Music,Reggaeton,USUMG2620578,11735,111.13
2026-01-22 20:43:57.837837838,Artist_12,Brazil,Amazon Music,Pop,USUMG2628624,2207,471.29
2026-01-22 23:57:07.027027027,Artist_7,US-Latin,Apple Music,Reggaeton,USUMG2649194,6702,179.74
2026-01-23 03:10:16.216216216,Artist_2,Brazil,Apple Music,Latin Trap,USUMG2610389,5474,46.77
2026-01-23 06:23:25.405405405,Artist_3,Spain,Spotify,Rock En Español,USUMG2677391,13508,609.98
2026-01-23 09:36:34.594594594,Artist_17,Argentina,Amazon Music,Rock En Español,USUMG2623794,8701,667.21
2026-01-23 12:49:43.783783783,Artist_5,Brazil,YouTube Music,Regional Mexican,USUMG2668002,4280,210.61
2026-01-23 16:02:52.972972973,Artist_17,Mexico,YouTube Music,Pop,USUMG2645531,5450,733.51
2026-01-23 19:16:02.162162162,Artist_17,Spain,Spotify,Pop,USUMG2662815,11532,311.31
2026-01-23 22:29:11.351351351,Artist_17,Spain,Apple Music,Pop,USUMG2614986,2650,359.0
2026-01-24 01:42:20.540540540,Artist_2,Brazil,Spotify,Latin Trap,USUMG2642298,2078,297.45
2026-01-24 04:55:29.729729729,Artist_2,Brazil,Spotify,Pop,USUMG2611481,154,108.58
2026-01-24 08:08:38.918918919,Artist_5,Argentina,Spotify,Rock En Español,USUMG2666408,8859,272.5
2026-01-24 11:21:48.108108108,Artist_1,US-Latin,Apple Music,Latin Trap,USUMG2679267,8171,113.62
2026-01-24 14:34:57.297297297,Artist_1,Brazil,Amazon Music,Reggaeton,USUMG2626835,8463,486.61
2026-01-24 17:48:06.486486486,Artist_19,Brazil,Spotify,Pop,USUMG2637798,4400,523.95
2026-01-24 21:01:15.675675675,Artist_2,Mexico,Apple Music,Pop,USUMG2674887,3217,45.65
2026-01-25 00:14:24.864864865,Artist_12,Spain,Amazon Music,Reggaeton,USUMG2629477,731,509.59
2026-01-25 03:27:34.054054054,Artist_6,US-Latin,Spotify,Pop,USUMG2627266,19804,312.13
2026-01-25 06:40:43.243243243,Artist_4,Mexico,YouTube Music,Reggaeton,USUMG2696328,1308,59.73
2026-01-25 09:53:52.432432432,Artist_11,Argentina,Amazon Music,Latin Trap,USUMG2695988,448,385.78
2026-01-25 13:07:01.621621621,Artist_17,Argentina,Spotify,Rock En Español,USUMG2653526,4617,247.26
2026-01-25 16:20:10.810810810,Artist_6,Brazil,Amazon Music,Reggaeton,USUMG2621889,6813,182.46
2026-01-25 19:33:20.000000000,Artist_5,Brazil,Amazon Music,Regional Mexican,USUMG2634335,264,115.82
2026-01-25 22:46:29.189189189,Artist_20,Argentina,Amazon Music,Reggaeton,USUMG2621254,5475,431.08
2026-01-26 01:59:38.378378378,Artist_2,Brazil,Amazon Music,Pop,USUMG2696610,3899,353.61
2026-01-26 05:12:47.567567567,Artist_6,US-Latin,Amazon Music,Latin Trap,USUMG2621442,644,366.41
2026-01-26 08:25:56.756756756,Artist_11,Brazil,Amazon Music,Latin Trap,USUMG2656289,1046,712.59
2026-01-26 11:39:05.945945946,Artist_16,Spain,Spotify,Reggaeton,USUMG2663747,4296,894.0
2026-01-26 14:52:15.135135135,Artist_16,Brazil,YouTube Music,Rock En Español,USUMG2647327,1857,34.31
2026-01-26 18:05:24.324324324,Artist_1,Mexico,Apple Music,Regional Mexican,USUMG2626199,308616,434.03
2026-01-26 21:18:33.513513513,Artist_9,US-Latin,Amazon Music,Latin Trap,USUMG2682827,8639,215.92
2026-01-27 00:31:42.702702702,Artist_6,Mexico,Apple Music,Pop,USUMG2610112,20642,482.08
2026-01-27 03:44:51.891891892,Artist_16,Mexico,Spotify,Pop,USUMG2697051,1603,173.04
2026-01-27 06:58:01.081081081,Artist_3,Spain,Amazon Music,Rock En Español,USUMG2629581,17586,1122.66
2026-01-27 10:11:10.270270270,Artist_20,US-Latin,YouTube Music,Latin Trap,USUMG2669722,2921,496.73
2026-01-27 13:24:19.459459459,Artist_4,US-Latin,Apple Music,Reggaeton,USUMG2626523,2234,285.55
2026-01-27 16:37:28.648648648,Artist_19,US-Latin,Amazon Music,Pop,USUMG2676960,358,741.68
2026-01-27 19:50:37.837837838,Artist_3,US-Latin,Spotify,Rock En Español,USUMG2629552,371,157.13
2026-01-27 23:03:47.027027027,Artist_19,US-Latin,YouTube Music,Latin Trap,USUMG2620808,5988,512.41
2026-01-28 02:16:56.216216216,Artist_20,Spain,Apple Music,Latin Trap,USUMG2682525,3161,276.88
2026-01-28 05:30:05.405405405,Artist_7,Brazil,Apple Music,Latin Trap,USUMG2633620,19376,306.68
2026-01-28 08:43:14.594594594,Artist_20,Mexico,Amazon Music,Latin Trap,USUMG2610887,4859,1410.08
2026-01-28 11:56:23.783783784,Artist_9,US-Latin,YouTube Music,Latin Trap,USUMG2641802,1557,440.49
2026-01-28 15:09:32.972972973,Artist_1,Brazil,YouTube Music,Pop,USUMG2695024,66135,173.02
2026-01-28 18:22:42.162162162,Artist_8,Brazil,YouTube Music,Rock En Español,USUMG2691938,2325,301.67
2026-01-28 21:35:51.351351351,Artist_7,Mexico,YouTube Music,Latin Trap,USUMG2696741,193006,0.0
2026-01-29 00:49:00.540540540,Artist_18,Spain,Spotify,Regional Mexican,USUMG2636049,8693,199.35
2026-01-29 04:02:09.729729730,Artist_8,Argentina,YouTube Music,Regional Mexican,USUMG2687789,3344,364.8
2026-01-29 07:15:18.918918919,Artist_1,Argentina,Apple Music,Rock En Español,USUMG2694526,2260,187.8
2026-01-29 10:28:28.108108108,Artist_11,Brazil,Apple Music,Reggaeton,USUMG2617846,2351,739.18
2026-01-29 13:41:37.297297297,Artist_18,Mexico,Spotify,Reggaeton,USUMG2656220,8292,281.4
2026-01-29 16:54:46.486486486,Artist_10,Argentina,Apple Music,Reggaeton,USUMG2656163,2088,317.8
2026-01-29 20:07:55.675675675,Artist_3,Brazil,Apple Music,Regional Mexican,USUMG2613765,1272,210.15
2026-01-29 23:21:04.864864865,Artist_7,Spain,YouTube Music,Reggaeton,USUMG2691486,542,105.3
2026-01-30 02:34:14.054054054,Artist_16,Argentina,Apple Music,Pop,USUMG2655270,3243,119.44
2026-01-30 05:47:23.243243243,Artist_16,Brazil,Spotify,Latin Trap,USUMG2685277,3390,392.68
2026-01-30 09:00:32.432432432,Artist_20,Brazil,YouTube Music,Regional Mexican,USUMG2698278,9291,255.91
2026-01-30 12:13:41.621621621,Artist_17,US-Latin,Amazon Music,Rock En Español,USUMG2632931,1350,411.14
2026-01-30 15:26:50.810810811,Artist_2,Spain,YouTube Music,Rock En Español,USUMG2699116,2498,670.54
2026-01-30 18:40:00.000000000,Artist_1,US-Latin,Spotify,Latin Trap,USUMG2665633,8361,178.37
2026-01-30 21:53:09.189189189,Artist_16,Mexico,YouTube Music,Regional Mexican,USUMG2690702,8775,1252.7
2026-01-31 01:06:18.378378378,Artist_12,US-Latin,YouTube Music,Reggaeton,USUMG2661913,2527,141.3
2026-01-31 04:19:27.567567567,Artist_5,US-Latin,Spotify,Reggaeton,USUMG2635991,3172,115.22
2026-01-31 07:32:36.756756757,Artist_5,Argentina,YouTube Music,Pop,USUMG2664845,1906,613.61
2026-01-31 10:45:45.945945946,Artist_9,Brazil,Spotify,Pop,USUMG2665312,13582,325.54
2026-01-31 13:58:55.135135135,Artist_9,Spain,Spotify,Reggaeton,USUMG2620561,731,171.36
2026-01-31 17:12:04.324324324,Artist_3,US-Latin,Amazon Music,Rock En Español,USUMG2626901,13671,105.91
2026-01-31 20:25:13.513513513,Artist_19,Spain,Apple Music,Rock En Español,USUMG2672875,5857,144.7
2026-01-31 23:38:22.702702703,Artist_16,US-Latin,Apple Music,Pop,USUMG2635917,3891,342.35
2026-02-01 02:51:31.891891892,Artist_16,Mexico,YouTube Music,Latin Trap,USUMG2672120,266,826.97
2026-02-01 06:04:41.081081081,Artist_3,US-Latin,YouTube Music,Reggaeton,USUMG2611988,3327,64.5
2026-02-01 09:17:50.270270270,Artist_20,Argentina,Amazon Music,Pop,USUMG2624256,2719,366.43
2026-02-01 12:30:59.459459459,Artist_1,Brazil,Amazon Music,Pop,USUMG2697728,21538,552.24
2026-02-01 15:44:08.648648648,Artist_20,Mexico,Amazon Music,Reggaeton,USUMG2638230,5441,219.94
2026-02-01 18:57:17.837837838,Artist_11,US-Latin,Spotify,Reggaeton,USUMG2669778,17828,854.01
2026-02-01 22:10:27.027027027,Artist_17,Spain,Amazon Music,Rock En Español,USUMG2655833,4229,402.23
2026-02-02 01:23:36.216216216,Artist_8,Mexico,Amazon Music,Latin Trap,USUMG2632625,6372,588.93
2026-02-02 04:36:45.405405405,Artist_4,Mexico,YouTube Music,Latin Trap,USUMG2642088,454,571.96
2026-02-02 07:49:54.594594594,Artist_6,US-Latin,Amazon Music,Reggaeton,USUMG2689650,2803,717.37
2026-02-02 11:03:03.783783784,Artist_8,Mexico,Spotify,Regional Mexican,USUMG2651167,718,292.94
2026-02-02 14:16:12.972972973,Artist_20,Spain,Spotify,Pop,USUMG2681291,4844,950.88
2026-02-02 17:29:22.162162162,Artist_3,Mexico,YouTube Music,Pop,USUMG2675303,14042,309.9
2026-02-02 20:42:31.351351351,Artist_16,Spain,Amazon Music,Reggaeton,USUMG2686361,5520,273.79
2026-02-02 23:55:40.540540540,Artist_3,US-Latin,Amazon Music,Regional Mexican,USUMG2698229,499,263.91
2026-02-03 03:08:49.729729730,Artist_18,Brazil,Spotify,Rock En Español,USUMG2614117,2289,248.41
2026-02-03 06:21:58.918918919,Artist_14,Mexico,Amazon Music,Reggaeton,USUMG2670710,4099,247.97
